Store,State,Name,AirportCode
935,NWRP,,DUS
936,NWRP,,DUS
937,NWRP,,DUS
938,NWRP,,DUS
939,HE,Hesse,FRA
940,BEHBHHNISH,,HAM
941,HE,Hesse,FRA
942,NWRP,,DUS
943,SN,Saxony,DRS
944,NWRP,,DUS
945,HE,Hesse,FRA
946,BEHBHHNISH,,HAM
947,BEHBHHNISH,,HAM
948,ST,Saxony-Anhalt,CSO
949,HE,Hesse,FRA
950,BEHBHHNISH,,HAM
951,SN,Saxony,DRS
952,BY,Bavaria,MUC
953,BEHBHHNISH,,HAM
954,BY,Bavaria,MUC
955,ST,Saxony-Anhalt,CSO
956,HE,Hesse,FRA
957,BY,Bavaria,MUC
958,NWRP,,DUS
959,BBMVTH,,TXL 
960,BEHBHHNISH,,HAM
961,BEHBHHNISH,,HAM
962,HE,Hesse,FRA
963,SN,Saxony,DRS
964,NWRP,,DUS
965,NWRP,,DUS
966,BY,Bavaria,MUC
967,NWRP,,DUS
968,HE,Hesse,FRA
969,BEHBHHNISH,,HAM
970,ST,Saxony-Anhalt,CSO
971,NWRP,,DUS
972,BBMVTH,,TXL 
973,NWRP,,DUS
974,BEHBHHNISH,,HAM
975,BEHBHHNISH,,HAM
976,NWRP,,DUS
977,NWRP,,DUS
978,HE,Hesse,FRA
979,BEHBHHNISH,,HAM
980,BY,Bavaria,MUC
981,NWRP,,DUS
982,BW,Baden-Wurttemberg,STR
983,BY,Bavaria,MUC
984,BY,Bavaria,MUC
985,NWRP,,DUS
986,NWRP,,DUS
987,NWRP,,DUS
988,NWRP,,DUS
989,BEHBHHNISH,,HAM
990,NWRP,,DUS
991,NWRP,,DUS
992,SN,Saxony,DRS
993,HE,Hesse,FRA
994,NWRP,,DUS
995,BEHBHHNISH,,HAM
996,BY,Bavaria,MUC
997,BEHBHHNISH,,HAM
998,BW,Baden-Wurttemberg,STR
999,BY,Bavaria,MUC
1000,BW,Baden-Wurttemberg,STR
